Industry,Region,Month,Frequency,Year
Information Technology,Shanghai,5,0,2018
Information Technology,Tianjin,5,1,2018
Information Technology,Zhejiang,5,0,2018
New Energy Vehicles,Anhui,5,0,2018
New Energy Vehicles,Beijing,5,0,2018
New Energy Vehicles,Guangdong,5,0,2018
New Energy Vehicles,Hainan,5,0,2018
New Energy Vehicles,Hunan,5,1,2018
New Energy Vehicles,Inner Mongolia,5,0,2018
New Energy Vehicles,Jiangsu,5,0,2018
New Energy Vehicles,Jiangxi,5,0,2018
New Energy Vehicles,Others,5,2,2018
New Energy Vehicles,Shanghai,5,0,2018
New Energy Vehicles,Sichuan,5,0,2018
New Energy Vehicles,Zhejiang,5,1,2018
New Materials,Anhui,5,0,2018
New Materials,Beijing,5,0,2018
New Materials,Fujian,5,0,2018
New Materials,Guangdong,5,0,2018
New Materials,Guangxi,5,0,2018
New Materials,Henan,5,1,2018
New Materials,Hubei,5,0,2018
New Materials,Hunan,5,1,2018
New Materials,Inner Mongolia,5,0,2018
New Materials,Jiangsu,5,0,2018
New Materials,Jiangxi,5,0,2018
New Materials,Jilin,5,1,2018
New Materials,Others,5,0,2018
New Materials,Shanghai,5,0,2018
Ocean Engineering,Shandong,5,1,2018
Ocean Engineering,Shanghai,5,0,2018
Rail Transit,Anhui,5,0,2018
Rail Transit,Beijing,5,0,2018
Rail Transit,Hong Kong,5,0,2018
Rail Transit,Hunan,5,1,2018
Rail Transit,Others,5,0,2018
Rail Transit,Shanghai,5,0,2018
Rail Transit,Sichuan,5,0,2018
Robotics,Anhui,5,0,2018
Robotics,Beijing,5,2,2018
Robotics,Chongqing,5,0,2018
Robotics,Guangdong,5,0,2018
Robotics,Hainan,5,0,2018
Robotics,Hubei,5,0,2018
Robotics,Jiangsu,5,0,2018
Robotics,Jilin,5,0,2018
Robotics,Others,5,0,2018
Robotics,Shanghai,5,0,2018
Robotics,Tianjin,5,1,2018
Robotics,Zhejiang,5,0,2018
Agricultural Machinery,Guangdong,6,0,2018
Agricultural Machinery,Henan,6,0,2018
Agricultural Machinery,Hunan,6,0,2018
Agricultural Machinery,Liaoning,6,0,2018
Agricultural Machinery,Others,6,0,2018
Biopharmaceuticals,Beijing,6,1,2018
Biopharmaceuticals,Guangdong,6,0,2018
Biopharmaceuticals,Inner Mongolia,6,0,2018
Biopharmaceuticals,Jiangsu,6,0,2018
Biopharmaceuticals,Others,6,0,2018
Biopharmaceuticals,Shanghai,6,0,2018
Biopharmaceuticals,Sichuan,6,0,2018
Biopharmaceuticals,Tianjin,6,0,2018
Information Technology,Beijing,6,0,2018
Information Technology,Chongqing,6,0,2018
Information Technology,Fujian,6,0,2018
Information Technology,Guangdong,6,0,2018
Information Technology,Guizhou,6,0,2018
Information Technology,Hainan,6,0,2018
Information Technology,Henan,6,0,2018
Information Technology,Jiangsu,6,0,2018
Information Technology,Others,6,2,2018
Information Technology,Shanghai,6,0,2018
Information Technology,Tianjin,6,0,2018
Information Technology,Zhejiang,6,0,2018
New Energy Vehicles,Anhui,6,0,2018
New Energy Vehicles,Beijing,6,0,2018
New Energy Vehicles,Guangdong,6,0,2018
New Energy Vehicles,Hainan,6,0,2018
New Energy Vehicles,Hunan,6,0,2018
New Energy Vehicles,Inner Mongolia,6,1,2018
New Energy Vehicles,Jiangsu,6,0,2018
New Energy Vehicles,Jiangxi,6,0,2018
New Energy Vehicles,Others,6,2,2018
New Energy Vehicles,Shanghai,6,1,2018
New Energy Vehicles,Sichuan,6,0,2018
New Energy Vehicles,Zhejiang,6,0,2018
New Materials,Anhui,6,0,2018
New Materials,Beijing,6,1,2018
New Materials,Fujian,6,0,2018
New Materials,Guangdong,6,0,2018
New Materials,Guangxi,6,0,2018
New Materials,Henan,6,0,2018
New Materials,Hubei,6,0,2018
New Materials,Hunan,6,0,2018
New Materials,Inner Mongolia,6,0,2018
New Materials,Jiangsu,6,0,2018
New Materials,Jiangxi,6,0,2018
New Materials,Jilin,6,0,2018
New Materials,Others,6,0,2018
New Materials,Shanghai,6,0,2018
Ocean Engineering,Shandong,6,0,2018
Ocean Engineering,Shanghai,6,1,2018
Rail Transit,Anhui,6,0,2018
Rail Transit,Beijing,6,1,2018
Rail Transit,Hong Kong,6,1,2018
Rail Transit,Hunan,6,0,2018
Rail Transit,Others,6,0,2018
Rail Transit,Shanghai,6,1,2018
Rail Transit,Sichuan,6,0,2018
Robotics,Anhui,6,0,2018
Robotics,Beijing,6,1,2018
Robotics,Chongqing,6,0,2018
Robotics,Guangdong,6,0,2018
Robotics,Hainan,6,0,2018
Robotics,Hubei,6,0,2018
Robotics,Jiangsu,6,0,2018
Robotics,Jilin,6,0,2018
Robotics,Others,6,3,2018
Robotics,Shanghai,6,1,2018
Robotics,Tianjin,6,0,2018
Robotics,Zhejiang,6,0,2018
Agricultural Machinery,Guangdong,7,0,2018
Agricultural Machinery,Henan,7,0,2018
Agricultural Machinery,Hunan,7,0,2018
Agricultural Machinery,Liaoning,7,0,2018
Agricultural Machinery,Others,7,1,2018
Biopharmaceuticals,Beijing,7,1,2018
Biopharmaceuticals,Guangdong,7,0,2018
Biopharmaceuticals,Inner Mongolia,7,0,2018
Biopharmaceuticals,Jiangsu,7,0,2018
Biopharmaceuticals,Others,7,0,2018
Biopharmaceuticals,Shanghai,7,0,2018
Biopharmaceuticals,Sichuan,7,0,2018
Biopharmaceuticals,Tianjin,7,0,2018
Information Technology,Beijing,7,1,2018
Information Technology,Chongqing,7,0,2018
Information Technology,Fujian,7,0,2018
Information Technology,Guangdong,7,0,2018
Information Technology,Guizhou,7,0,2018
Information Technology,Hainan,7,0,2018
Information Technology,Henan,7,0,2018
Information Technology,Jiangsu,7,0,2018
Information Technology,Others,7,4,2018
Information Technology,Shanghai,7,0,2018
Information Technology,Tianjin,7,0,2018
Information Technology,Zhejiang,7,0,2018
New Energy Vehicles,Anhui,7,0,2018
New Energy Vehicles,Beijing,7,0,2018
New Energy Vehicles,Guangdong,7,1,2018
New Energy Vehicles,Hainan,7,0,2018
New Energy Vehicles,Hunan,7,0,2018
New Energy Vehicles,Inner Mongolia,7,0,2018
New Energy Vehicles,Jiangsu,7,0,2018
New Energy Vehicles,Jiangxi,7,0,2018
New Energy Vehicles,Others,7,2,2018
New Energy Vehicles,Shanghai,7,1,2018
New Energy Vehicles,Sichuan,7,1,2018
New Energy Vehicles,Zhejiang,7,0,2018
New Materials,Anhui,7,0,2018
New Materials,Beijing,7,0,2018
New Materials,Fujian,7,1,2018
New Materials,Guangdong,7,0,2018
New Materials,Guangxi,7,0,2018
New Materials,Henan,7,0,2018
New Materials,Hubei,7,0,2018
New Materials,Hunan,7,0,2018
New Materials,Inner Mongolia,7,0,2018
New Materials,Jiangsu,7,0,2018
New Materials,Jiangxi,7,1,2018
New Materials,Jilin,7,0,2018
New Materials,Others,7,0,2018
New Materials,Shanghai,7,0,2018
Ocean Engineering,Shandong,7,0,2018
Ocean Engineering,Shanghai,7,0,2018
Rail Transit,Anhui,7,0,2018
Rail Transit,Beijing,7,1,2018
Rail Transit,Hong Kong,7,0,2018
Rail Transit,Hunan,7,0,2018
Rail Transit,Others,7,0,2018
Rail Transit,Shanghai,7,1,2018
Rail Transit,Sichuan,7,1,2018
Robotics,Anhui,7,0,2018
Robotics,Beijing,7,0,2018
Robotics,Chongqing,7,0,2018
Robotics,Guangdong,7,1,2018
Robotics,Hainan,7,0,2018
Robotics,Hubei,7,0,2018
Robotics,Jiangsu,7,0,2018
Robotics,Jilin,7,1,2018
Robotics,Others,7,1,2018
Robotics,Shanghai,7,0,2018
Robotics,Tianjin,7,0,2018
Robotics,Zhejiang,7,0,2018
Agricultural Machinery,Guangdong,8,0,2018
Agricultural Machinery,Henan,8,0,2018
Agricultural Machinery,Hunan,8,0,2018
Agricultural Machinery,Liaoning,8,0,2018
Agricultural Machinery,Others,8,0,2018
Biopharmaceuticals,Beijing,8,0,2018
Biopharmaceuticals,Guangdong,8,0,2018
Biopharmaceuticals,Inner Mongolia,8,0,2018
Biopharmaceuticals,Jiangsu,8,0,2018
Biopharmaceuticals,Others,8,1,2018
Biopharmaceuticals,Shanghai,8,0,2018
Biopharmaceuticals,Sichuan,8,0,2018
Biopharmaceuticals,Tianjin,8,0,2018
Information Technology,Beijing,8,1,2018
Information Technology,Chongqing,8,1,2018
Information Technology,Fujian,8,0,2018
Information Technology,Guangdong,8,0,2018
Information Technology,Guizhou,8,0,2018
Information Technology,Hainan,8,0,2018
Information Technology,Henan,8,0,2018
Information Technology,Jiangsu,8,1,2018
Information Technology,Others,8,0,2018
Information Technology,Shanghai,8,0,2018
Information Technology,Tianjin,8,0,2018
Information Technology,Zhejiang,8,0,2018
New Energy Vehicles,Anhui,8,1,2018
New Energy Vehicles,Beijing,8,0,2018
New Energy Vehicles,Guangdong,8,0,2018
New Energy Vehicles,Hainan,8,0,2018
New Energy Vehicles,Hunan,8,0,2018
New Energy Vehicles,Inner Mongolia,8,0,2018
New Energy Vehicles,Jiangsu,8,0,2018
New Energy Vehicles,Jiangxi,8,1,2018
New Energy Vehicles,Others,8,0,2018
New Energy Vehicles,Shanghai,8,2,2018
New Energy Vehicles,Sichuan,8,0,2018
New Energy Vehicles,Zhejiang,8,0,2018
New Materials,Anhui,8,1,2018
New Materials,Beijing,8,1,2018
New Materials,Fujian,8,0,2018
New Materials,Guangdong,8,0,2018
New Materials,Guangxi,8,0,2018
New Materials,Henan,8,0,2018
New Materials,Hubei,8,0,2018
New Materials,Hunan,8,1,2018
New Materials,Inner Mongolia,8,0,2018
New Materials,Jiangsu,8,2,2018
New Materials,Jiangxi,8,0,2018
New Materials,Jilin,8,0,2018
New Materials,Others,8,1,2018
New Materials,Shanghai,8,1,2018
Ocean Engineering,Shandong,8,0,2018
Ocean Engineering,Shanghai,8,1,2018
Rail Transit,Anhui,8,1,2018
Rail Transit,Beijing,8,0,2018
Rail Transit,Hong Kong,8,0,2018
Rail Transit,Hunan,8,1,2018
Rail Transit,Others,8,0,2018
Rail Transit,Shanghai,8,0,2018
Rail Transit,Sichuan,8,0,2018
Robotics,Anhui,8,1,2018
Robotics,Beijing,8,1,2018
Robotics,Chongqing,8,1,2018
Robotics,Guangdong,8,1,2018
Robotics,Hainan,8,0,2018
Robotics,Hubei,8,0,2018
Robotics,Jiangsu,8,1,2018
Robotics,Jilin,8,0,2018
Robotics,Others,8,1,2018
Robotics,Shanghai,8,1,2018
Robotics,Tianjin,8,0,2018
Robotics,Zhejiang,8,1,2018
Agricultural Machinery,Guangdong,9,0,2018
Agricultural Machinery,Henan,9,0,2018
Agricultural Machinery,Hunan,9,1,2018
Agricultural Machinery,Liaoning,9,0,2018
Agricultural Machinery,Others,9,0,2018
Biopharmaceuticals,Beijing,9,0,2018
Biopharmaceuticals,Guangdong,9,0,2018
Biopharmaceuticals,Inner Mongolia,9,0,2018
Biopharmaceuticals,Jiangsu,9,0,2018
Biopharmaceuticals,Others,9,0,2018
Biopharmaceuticals,Shanghai,9,0,2018
Biopharmaceuticals,Sichuan,9,0,2018
Biopharmaceuticals,Tianjin,9,0,2018
Information Technology,Beijing,9,1,2018
Information Technology,Chongqing,9,0,2018
Information Technology,Fujian,9,0,2018
Information Technology,Guangdong,9,0,2018
Information Technology,Guizhou,9,0,2018
Information Technology,Hainan,9,0,2018
Information Technology,Henan,9,0,2018
Information Technology,Jiangsu,9,0,2018
Information Technology,Others,9,0,2018
Information Technology,Shanghai,9,0,2018
Information Technology,Tianjin,9,0,2018
Information Technology,Zhejiang,9,0,2018
New Energy Vehicles,Anhui,9,0,2018
New Energy Vehicles,Beijing,9,0,2018
New Energy Vehicles,Guangdong,9,0,2018
New Energy Vehicles,Hainan,9,0,2018
New Energy Vehicles,Hunan,9,0,2018
New Energy Vehicles,Inner Mongolia,9,0,2018
New Energy Vehicles,Jiangsu,9,0,2018
New Energy Vehicles,Jiangxi,9,0,2018
New Energy Vehicles,Others,9,0,2018
New Energy Vehicles,Shanghai,9,0,2018
New Energy Vehicles,Sichuan,9,0,2018
New Energy Vehicles,Zhejiang,9,0,2018
New Materials,Anhui,9,0,2018
New Materials,Beijing,9,0,2018
New Materials,Fujian,9,0,2018
New Materials,Guangdong,9,0,2018
New Materials,Guangxi,9,1,2018
New Materials,Henan,9,0,2018
New Materials,Hubei,9,0,2018
New Materials,Hunan,9,0,2018
New Materials,Inner Mongolia,9,0,2018
New Materials,Jiangsu,9,0,2018
New Materials,Jiangxi,9,0,2018
New Materials,Jilin,9,0,2018
New Materials,Others,9,1,2018
New Materials,Shanghai,9,0,2018
Ocean Engineering,Shandong,9,0,2018
Ocean Engineering,Shanghai,9,0,2018
Rail Transit,Anhui,9,0,2018
Rail Transit,Beijing,9,0,2018
Rail Transit,Hong Kong,9,0,2018
Rail Transit,Hunan,9,1,2018
Rail Transit,Others,9,0,2018
Rail Transit,Shanghai,9,0,2018
Rail Transit,Sichuan,9,0,2018
Robotics,Anhui,9,0,2018
Robotics,Beijing,9,0,2018
Robotics,Chongqing,9,0,2018
Robotics,Guangdong,9,0,2018
Robotics,Hainan,9,0,2018
Robotics,Hubei,9,0,2018
Robotics,Jiangsu,9,0,2018
Robotics,Jilin,9,0,2018
Robotics,Others,9,0,2018
Robotics,Shanghai,9,1,2018
Robotics,Tianjin,9,0,2018
Robotics,Zhejiang,9,0,2018
Agricultural Machinery,Guangdong,10,0,2018
Agricultural Machinery,Henan,10,1,2018
Agricultural Machinery,Hunan,10,0,2018
Agricultural Machinery,Liaoning,10,1,2018
Agricultural Machinery,Others,10,0,2018
Biopharmaceuticals,Beijing,10,0,2018
Biopharmaceuticals,Guangdong,10,0,2018
Biopharmaceuticals,Inner Mongolia,10,0,2018
Biopharmaceuticals,Jiangsu,10,0,2018
Biopharmaceuticals,Others,10,0,2018
Biopharmaceuticals,Shanghai,10,0,2018
Biopharmaceuticals,Sichuan,10,0,2018
Biopharmaceuticals,Tianjin,10,1,2018
Information Technology,Beijing,10,2,2018
Information Technology,Chongqing,10,0,2018
Information Technology,Fujian,10,0,2018
Information Technology,Guangdong,10,0,2018
Information Technology,Guizhou,10,0,2018
Information Technology,Hainan,10,0,2018
Information Technology,Henan,10,0,2018
Information Technology,Jiangsu,10,0,2018
Information Technology,Others,10,0,2018
Information Technology,Shanghai,10,0,2018
Information Technology,Tianjin,10,0,2018
Information Technology,Zhejiang,10,1,2018
New Energy Vehicles,Anhui,10,0,2018
New Energy Vehicles,Beijing,10,1,2018
New Energy Vehicles,Guangdong,10,0,2018
New Energy Vehicles,Hainan,10,0,2018
New Energy Vehicles,Hunan,10,0,2018
New Energy Vehicles,Inner Mongolia,10,0,2018
New Energy Vehicles,Jiangsu,10,0,2018
New Energy Vehicles,Jiangxi,10,0,2018
New Energy Vehicles,Others,10,1,2018
New Energy Vehicles,Shanghai,10,0,2018
New Energy Vehicles,Sichuan,10,0,2018
New Energy Vehicles,Zhejiang,10,1,2018
New Materials,Anhui,10,0,2018
New Materials,Beijing,10,0,2018
New Materials,Fujian,10,0,2018
New Materials,Guangdong,10,0,2018
New Materials,Guangxi,10,0,2018
New Materials,Henan,10,0,2018
New Materials,Hubei,10,1,2018
New Materials,Hunan,10,0,2018
New Materials,Inner Mongolia,10,0,2018
New Materials,Jiangsu,10,0,2018
New Materials,Jiangxi,10,0,2018
New Materials,Jilin,10,0,2018
New Materials,Others,10,0,2018
New Materials,Shanghai,10,0,2018
Ocean Engineering,Shandong,10,0,2018
Ocean Engineering,Shanghai,10,0,2018
Rail Transit,Anhui,10,0,2018
Rail Transit,Beijing,10,0,2018
Rail Transit,Hong Kong,10,0,2018
Rail Transit,Hunan,10,0,2018
Rail Transit,Others,10,0,2018
Rail Transit,Shanghai,10,0,2018
Rail Transit,Sichuan,10,0,2018
Robotics,Anhui,10,0,2018
Robotics,Beijing,10,2,2018
Robotics,Chongqing,10,0,2018
Robotics,Guangdong,10,0,2018
Robotics,Hainan,10,0,2018
Robotics,Hubei,10,0,2018
Robotics,Jiangsu,10,0,2018
Robotics,Jilin,10,0,2018
Robotics,Others,10,1,2018
Robotics,Shanghai,10,1,2018
Robotics,Tianjin,10,0,2018
Robotics,Zhejiang,10,0,2018
Agricultural Machinery,Guangdong,11,0,2018
Agricultural Machinery,Henan,11,0,2018
Agricultural Machinery,Hunan,11,0,2018
Agricultural Machinery,Liaoning,11,0,2018
Agricultural Machinery,Others,11,0,2018
Biopharmaceuticals,Beijing,11,0,2018
Biopharmaceuticals,Guangdong,11,1,2018
Biopharmaceuticals,Inner Mongolia,11,0,2018
Biopharmaceuticals,Jiangsu,11,0,2018
Biopharmaceuticals,Others,11,0,2018
Biopharmaceuticals,Shanghai,11,1,2018
Biopharmaceuticals,Sichuan,11,1,2018
Biopharmaceuticals,Tianjin,11,0,2018
Information Technology,Beijing,11,1,2018
Information Technology,Chongqing,11,0,2018
Information Technology,Fujian,11,0,2018
Information Technology,Guangdong,11,0,2018
Information Technology,Guizhou,11,0,2018
Information Technology,Hainan,11,0,2018
Information Technology,Henan,11,0,2018
Information Technology,Jiangsu,11,0,2018
Information Technology,Others,11,0,2018
Information Technology,Shanghai,11,1,2018
Information Technology,Tianjin,11,0,2018
Information Technology,Zhejiang,11,2,2018
New Energy Vehicles,Anhui,11,0,2018
New Energy Vehicles,Beijing,11,0,2018
New Energy Vehicles,Guangdong,11,0,2018
New Energy Vehicles,Hainan,11,0,2018
New Energy Vehicles,Hunan,11,0,2018
New Energy Vehicles,Inner Mongolia,11,0,2018
New Energy Vehicles,Jiangsu,11,0,2018
New Energy Vehicles,Jiangxi,11,0,2018
New Energy Vehicles,Others,11,3,2018
New Energy Vehicles,Shanghai,11,1,2018
New Energy Vehicles,Sichuan,11,0,2018
New Energy Vehicles,Zhejiang,11,0,2018
New Materials,Anhui,11,0,2018
New Materials,Beijing,11,0,2018
New Materials,Fujian,11,0,2018
New Materials,Guangdong,11,0,2018
New Materials,Guangxi,11,1,2018
New Materials,Henan,11,0,2018
New Materials,Hubei,11,1,2018
New Materials,Hunan,11,0,2018
New Materials,Inner Mongolia,11,0,2018
New Materials,Jiangsu,11,0,2018
New Materials,Jiangxi,11,0,2018
New Materials,Jilin,11,0,2018
New Materials,Others,11,0,2018
New Materials,Shanghai,11,0,2018
Ocean Engineering,Shandong,11,0,2018
Ocean Engineering,Shanghai,11,0,2018
Rail Transit,Anhui,11,0,2018
Rail Transit,Beijing,11,1,2018
Rail Transit,Hong Kong,11,0,2018
Rail Transit,Hunan,11,0,2018
Rail Transit,Others,11,0,2018
Rail Transit,Shanghai,11,0,2018
Rail Transit,Sichuan,11,0,2018
Robotics,Anhui,11,0,2018
Robotics,Beijing,11,0,2018
Robotics,Chongqing,11,0,2018
Robotics,Guangdong,11,0,2018
Robotics,Hainan,11,0,2018
Robotics,Hubei,11,0,2018
Robotics,Jiangsu,11,0,2018
Robotics,Jilin,11,0,2018
Robotics,Others,11,6,2018
Robotics,Shanghai,11,1,2018
Robotics,Tianjin,11,0,2018
Robotics,Zhejiang,11,1,2018
Agricultural Machinery,Guangdong,12,0,2018
Agricultural Machinery,Henan,12,0,2018
Agricultural Machinery,Hunan,12,0,2018
Agricultural Machinery,Liaoning,12,0,2018
Agricultural Machinery,Others,12,3,2018
Biopharmaceuticals,Beijing,12,0,2018
Biopharmaceuticals,Guangdong,12,0,2018
Biopharmaceuticals,Inner Mongolia,12,0,2018
Biopharmaceuticals,Jiangsu,12,1,2018
Biopharmaceuticals,Others,12,0,2018
Biopharmaceuticals,Shanghai,12,0,2018
Biopharmaceuticals,Sichuan,12,0,2018
Biopharmaceuticals,Tianjin,12,0,2018
Information Technology,Beijing,12,0,2018
Information Technology,Chongqing,12,0,2018
Information Technology,Fujian,12,0,2018
Information Technology,Guangdong,12,0,2018
Information Technology,Guizhou,12,0,2018
Information Technology,Hainan,12,0,2018
Information Technology,Henan,12,0,2018
Information Technology,Jiangsu,12,0,2018
Information Technology,Others,12,5,2018
Information Technology,Shanghai,12,0,2018
Information Technology,Tianjin,12,0,2018
Information Technology,Zhejiang,12,0,2018
New Energy Vehicles,Anhui,12,0,2018
New Energy Vehicles,Beijing,12,0,2018
New Energy Vehicles,Guangdong,12,0,2018
New Energy Vehicles,Hainan,12,1,2018
New Energy Vehicles,Hunan,12,0,2018
New Energy Vehicles,Inner Mongolia,12,0,2018
New Energy Vehicles,Jiangsu,12,1,2018
New Energy Vehicles,Jiangxi,12,0,2018
New Energy Vehicles,Others,12,2,2018
New Energy Vehicles,Shanghai,12,0,2018
New Energy Vehicles,Sichuan,12,0,2018
New Energy Vehicles,Zhejiang,12,0,2018
New Materials,Anhui,12,0,2018
New Materials,Beijing,12,0,2018
New Materials,Fujian,12,0,2018
New Materials,Guangdong,12,0,2018
New Materials,Guangxi,12,0,2018
New Materials,Henan,12,0,2018
New Materials,Hubei,12,0,2018
New Materials,Hunan,12,0,2018
New Materials,Inner Mongolia,12,0,2018
New Materials,Jiangsu,12,0,2018
New Materials,Jiangxi,12,0,2018
New Materials,Jilin,12,0,2018
New Materials,Others,12,0,2018
New Materials,Shanghai,12,0,2018
Ocean Engineering,Shandong,12,0,2018
Ocean Engineering,Shanghai,12,0,2018
Rail Transit,Anhui,12,0,2018
Rail Transit,Beijing,12,0,2018
Rail Transit,Hong Kong,12,0,2018
Rail Transit,Hunan,12,0,2018
Rail Transit,Others,12,0,2018
Rail Transit,Shanghai,12,0,2018
Rail Transit,Sichuan,12,0,2018
Robotics,Anhui,12,0,2018
Robotics,Beijing,12,0,2018
Robotics,Chongqing,12,0,2018
Robotics,Guangdong,12,0,2018
Robotics,Hainan,12,0,2018
Robotics,Hubei,12,0,2018
Robotics,Jiangsu,12,0,2018
Robotics,Jilin,12,0,2018
Robotics,Others,12,1,2018
Robotics,Shanghai,12,0,2018
Robotics,Tianjin,12,0,2018
Robotics,Zhejiang,12,0,2018
Agricultural Machinery,Hubei,1,0,2019
Agricultural Machinery,Xinjiang,1,0,2019
Biopharmaceuticals,Beijing,1,0,2019
Biopharmaceuticals,Hubei,1,0,2019
Biopharmaceuticals,Inner Mongolia,1,0,2019
Biopharmaceuticals,Jiangsu,1,0,2019
Biopharmaceuticals,Jiangxi,1,1,2019
Biopharmaceuticals,Others,1,0,2019
Biopharmaceuticals,Shanghai,1,0,2019
Biopharmaceuticals,Yunnan,1,0,2019
Biopharmaceuticals,Zhejiang,1,0,2019
Information Technology,Beijing,1,0,2019
Information Technology,Chongqing,1,0,2019
Information Technology,Guangdong,1,0,2019
Information Technology,Guizhou,1,0,2019
Information Technology,Heilongjiang,1,0,2019
Information Technology,Jiangxi,1,0,2019
Information Technology,Macau,1,0,2019
Information Technology,Others,1,1,2019
Information Technology,Shanghai,1,0,2019
Information Technology,Tianjin,1,0,2019
Information Technology,Zhejiang,1,0,2019
New Energy Vehicles,Beijing,1,0,2019
New Energy Vehicles,Chongqing,1,0,2019
New Energy Vehicles,Fujian,1,0,2019
New Energy Vehicles,Guangdong,1,0,2019
New Energy Vehicles,Hainan,1,0,2019
New Energy Vehicles,Jiangsu,1,0,2019
New Energy Vehicles,Others,1,1,2019
New Energy Vehicles,Shanghai,1,2,2019
New Energy Vehicles,Zhejiang,1,0,2019
New Materials,Hubei,1,0,2019
New Materials,Hunan,1,0,2019
New Materials,Inner Mongolia,1,0,2019
New Materials,Jiangsu,1,0,2019
New Materials,Liaoning,1,0,2019
New Materials,Others,1,0,2019
New Materials,Shanghai,1,0,2019
New Materials,Sichuan,1,0,2019
New Materials,Yunnan,1,0,2019
New Materials,Zhejiang,1,0,2019
Rail Transit,Beijing,1,1,2019
Rail Transit,Chongqing,1,0,2019
Rail Transit,Liaoning,1,0,2019
Rail Transit,Macau,1,0,2019
Rail Transit,Others,1,2,2019
Rail Transit,Zhejiang,1,0,2019
Robotics,Beijing,1,0,2019
Robotics,Chongqing,1,0,2019
Robotics,Gansu,1,0,2019
Robotics,Guangdong,1,1,2019
Robotics,Heilongjiang,1,0,2019
Robotics,Hubei,1,0,2019
Robotics,Jiangsu,1,1,2019
Robotics,Jilin,1,0,2019
Robotics,Liaoning,1,0,2019
Robotics,Others,1,1,2019
Robotics,Shandong,1,1,2019
Robotics,Shanghai,1,0,2019
Robotics,Tianjin,1,0,2019
Robotics,Xinjiang,1,1,2019
Robotics,Zhejiang,1,0,2019
Agricultural Machinery,Hubei,2,0,2019
Agricultural Machinery,Xinjiang,2,0,2019
Biopharmaceuticals,Beijing,2,0,2019
Biopharmaceuticals,Hubei,2,0,2019
Biopharmaceuticals,Inner Mongolia,2,0,2019
Biopharmaceuticals,Jiangsu,2,0,2019
Biopharmaceuticals,Jiangxi,2,0,2019
Biopharmaceuticals,Others,2,0,2019
Biopharmaceuticals,Shanghai,2,0,2019
Biopharmaceuticals,Yunnan,2,0,2019
Biopharmaceuticals,Zhejiang,2,0,2019
Information Technology,Beijing,2,0,2019
Information Technology,Chongqing,2,0,2019
Information Technology,Guangdong,2,0,2019
Information Technology,Guizhou,2,0,2019
Information Technology,Heilongjiang,2,0,2019
Information Technology,Jiangxi,2,0,2019
Information Technology,Macau,2,0,2019
Information Technology,Others,2,0,2019
Information Technology,Shanghai,2,0,2019
Information Technology,Tianjin,2,1,2019
Information Technology,Zhejiang,2,0,2019
New Energy Vehicles,Beijing,2,0,2019
New Energy Vehicles,Chongqing,2,0,2019
New Energy Vehicles,Fujian,2,0,2019
New Energy Vehicles,Guangdong,2,0,2019
New Energy Vehicles,Hainan,2,0,2019
New Energy Vehicles,Jiangsu,2,0,2019
New Energy Vehicles,Others,2,1,2019
New Energy Vehicles,Shanghai,2,0,2019
New Energy Vehicles,Zhejiang,2,0,2019
New Materials,Hubei,2,0,2019
New Materials,Hunan,2,0,2019
New Materials,Inner Mongolia,2,0,2019
New Materials,Jiangsu,2,1,2019
New Materials,Liaoning,2,0,2019
New Materials,Others,2,0,2019
New Materials,Shanghai,2,0,2019
New Materials,Sichuan,2,0,2019
New Materials,Yunnan,2,0,2019
New Materials,Zhejiang,2,0,2019
Rail Transit,Beijing,2,0,2019
Rail Transit,Chongqing,2,0,2019
Rail Transit,Liaoning,2,0,2019
Rail Transit,Macau,2,0,2019
Rail Transit,Others,2,1,2019
Rail Transit,Zhejiang,2,0,2019
Robotics,Beijing,2,0,2019
Robotics,Chongqing,2,0,2019
Robotics,Gansu,2,0,2019
Robotics,Guangdong,2,2,2019
Robotics,Heilongjiang,2,0,2019
Robotics,Hubei,2,0,2019
Robotics,Jiangsu,2,0,2019
Robotics,Jilin,2,0,2019
Robotics,Liaoning,2,0,2019
Robotics,Others,2,1,2019
Robotics,Shandong,2,0,2019
Robotics,Shanghai,2,0,2019
Robotics,Tianjin,2,0,2019
Robotics,Xinjiang,2,0,2019
Robotics,Zhejiang,2,0,2019
Agricultural Machinery,Hubei,3,1,2019
Agricultural Machinery,Xinjiang,3,0,2019
Biopharmaceuticals,Beijing,3,0,2019
Biopharmaceuticals,Hubei,3,0,2019
Biopharmaceuticals,Inner Mongolia,3,1,2019
Biopharmaceuticals,Jiangsu,3,0,2019
Biopharmaceuticals,Jiangxi,3,0,2019
Biopharmaceuticals,Others,3,0,2019
Biopharmaceuticals,Shanghai,3,0,2019
Biopharmaceuticals,Yunnan,3,0,2019
Biopharmaceuticals,Zhejiang,3,0,2019
Information Technology,Beijing,3,1,2019
Information Technology,Chongqing,3,0,2019
Information Technology,Guangdong,3,0,2019
Information Technology,Guizhou,3,0,2019
Information Technology,Heilongjiang,3,0,2019
Information Technology,Jiangxi,3,0,2019
Information Technology,Macau,3,0,2019
Information Technology,Others,3,1,2019
Information Technology,Shanghai,3,0,2019
Information Technology,Tianjin,3,0,2019
Information Technology,Zhejiang,3,0,2019
New Energy Vehicles,Beijing,3,0,2019
New Energy Vehicles,Chongqing,3,0,2019
